Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score
Viewtiful Joe: Red Hot Rumble,GC,2005,Action,Capcom,0.06,62.0,6.9
Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,Atari,0.06,60.0,6.9
X-Men: Destiny,DS,2011,Action,Activision,0.06,33.0,5.6
The Sims 2: University,PC,2005,Simulation,Electronic Arts,0.06,81.0,7.8
Generation of Chaos,PSP,2005,Role-Playing,Midas Interactive Entertainment,0.06,60.0,7.7
Pump It Up: Exceed,PS2,2005,Misc,Mastiff,0.06,73.0,8.4
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.06,64.0,6.4
MotorStorm RC,PSV,2012,Racing,Sony Computer Entertainment,0.06,78.0,6.8
Harry Potter and the Sorcerer's Stone,PC,2001,Action,Electronic Arts,0.06,65.0,7.8
Scurge: Hive,DS,2006,Action,SouthPeak Games,0.06,70.0,8.6
Remember Me,PC,2013,Action,Capcom,0.06,65.0,7.4
NBA Live 07,XB,2006,Sports,Electronic Arts,0.06,69.0,6.8
Ride to Hell,X360,2013,Racing,Deep Silver,0.06,19.0,1.3
The Saboteur,PC,2009,Action,Electronic Arts,0.06,76.0,8.0
Hail to the Chimp,X360,2008,Misc,Gamecock,0.06,52.0,6.1
Tom Clancy's Rainbow Six 3,GC,2004,Shooter,Ubisoft,0.06,68.0,8.2
Rocket League,PC,2016,Sports,505 Games,0.06,86.0,8.2
V-Rally 3,PS2,2002,Racing,Atari,0.06,82.0,7.4
Mirror's Edge,PC,2009,Platform,Electronic Arts,0.06,81.0,8.1
Titan Quest,PC,2006,Role-Playing,THQ,0.06,77.0,8.1
Amazing Island,GC,2004,Strategy,Sega,0.06,59.0,6.6
Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,Success,0.06,65.0,7.9
Gothic 3,PC,2006,Role-Playing,JoWood Productions,0.06,63.0,7.3
7 Days to Die,XOne,2016,Action,Telltale Games,0.05,35.0,5.2
Alvin and the Chipmunks,Wii,2007,Misc,Eidos Interactive,0.05,30.0,3.6
Final Fight: Streetwise,PS2,2006,Action,Capcom,0.05,43.0,6.2
Speed Kings,XB,2003,Racing,Acclaim Entertainment,0.05,60.0,8.8
Rebelstar: Tactical Command,GBA,2005,Strategy,Atari,0.05,78.0,9.1
F1 2010,PC,2010,Racing,Codemasters,0.05,84.0,6.6
Gladiator: Sword of Vengeance,XB,2003,Action,Acclaim Entertainment,0.05,65.0,7.1
Bombastic,PS2,2002,Puzzle,Capcom,0.05,72.0,7.2
Coraline,Wii,2009,Action,D3Publisher,0.05,42.0,5.5
Wing Commander: Prophecy,GBA,2003,Simulation,"Destination Software, Inc",0.05,70.0,8.3
Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,Atari,0.05,69.0,7.2
Sega Soccer Slam,XB,2002,Sports,Sega,0.05,80.0,8.5
Enemy Front,PS3,2014,Shooter,City Interactive,0.05,43.0,6.0
Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,63.0,5.1
Dynasty Warriors 5,XB,2005,Action,Tecmo Koei,0.05,66.0,8.0
Murdered: Soul Suspect,PC,2014,Action,Square Enix,0.05,59.0,7.4
Rez,PS2,2001,Shooter,Sony Computer Entertainment,0.05,78.0,8.3
Neverland Card Battles,PSP,2008,Role-Playing,Idea Factory,0.05,57.0,7.8
Lufia: The Ruins of Lore,GBA,2002,Role-Playing,Taito,0.05,76.0,8.3
UEFA Euro 2004: Portugal,XB,2004,Sports,Electronic Arts,0.05,74.0,8.1
Airline Tycoon 2,PC,2011,Simulation,Kalypso Media,0.05,57.0,5.5
Medabots: Infinity,GC,2003,Role-Playing,Ubisoft,0.05,51.0,8.0
IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,0.05,60.0,7.1
NFL Blitz Pro,XB,2003,Sports,Midway Games,0.05,71.0,6.6
Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,Graffiti,0.05,58.0,7.5
Death Jr. II: Root of Evil,PSP,2006,Platform,Konami Digital Entertainment,0.05,68.0,7.3
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,Activision,0.05,80.0,8.8
Mighty No. 9,PS4,2016,Platform,Deep Silver,0.05,52.0,3.5
Samurai Champloo: Sidetracked,PS2,2006,Action,Namco Bandai Games,0.05,66.0,7.2
Medal of Honor: Airborne,PC,2007,Shooter,Electronic Arts,0.05,78.0,7.3
Men of War: Assault Squad,PC,2011,Strategy,1C Company,0.05,77.0,8.2
Rhapsody: A Musical Adventure,DS,2008,Role-Playing,Nippon Ichi Software,0.05,67.0,6.8
Dead Island Definitive Collection,XOne,2016,Action,Deep Silver,0.05,67.0,4.9
PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,Namco Bandai Games,0.05,58.0,6.5
Virtua Striker 2002,GC,2002,Sports,Sega,0.05,58.0,6.0
UEFA Champions League 2006-2007,X360,2007,Sports,Electronic Arts,0.05,72.0,8.2
F1 2015,PC,2015,Racing,Codemasters,0.05,61.0,3.6
Aliens in the Attic,DS,2009,Action,Playlogic Game Factory,0.05,58.0,6.0
Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,0.05,61.0,6.6
Otogi 2: Immortal Warriors,XB,2003,Action,Sega,0.05,79.0,8.3
Legend of Kay,PS2,2005,Action,JoWood Productions,0.05,72.0,7.3
Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,0.05,49.0,6.3
Piglet's Big Game,GC,2003,Platform,Gotham Games,0.05,70.0,8.0
Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,0.05,66.0,3.8
Fallout: Brotherhood of Steel,XB,2004,Role-Playing,Avalon Interactive,0.05,66.0,5.5
IndyCar Series,XB,2003,Racing,Codemasters,0.05,71.0,7.8
Killing Floor 2 ,PS4,2016,Shooter,Tripwire Interactive,0.05,76.0,8.0
Ferrari F355 Challenge,PS2,2002,Racing,Sony Computer Entertainment,0.05,70.0,4.4
Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.05,76.0,5.1
Cities in Motion,PC,2011,Simulation,Paradox Interactive,0.05,70.0,7.7
Shifters,PS2,2002,Adventure,3DO,0.05,37.0,5.9
Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.05,48.0,7.1
TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,0.05,50.0,6.5
Sacred 3,X360,2014,Role-Playing,Deep Silver,0.05,51.0,4.1
Venetica,PC,2009,Role-Playing,DTP Entertainment,0.05,61.0,6.8
Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,0.05,76.0,4.9
Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.05,77.0,7.1
MorphX,X360,2010,Shooter,505 Games,0.05,33.0,6.6
Sigma Star Saga,GBA,2005,Role-Playing,Atari,0.05,68.0,8.2
FIFA Soccer 2004,GBA,2003,Sports,Electronic Arts,0.05,82.0,7.9
Disney's Party,GC,2002,Misc,Electronic Arts,0.05,39.0,7.8
The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0.05,66.0,6.5
Nanostray 2,DS,2008,Shooter,Codemasters,0.05,75.0,7.8
Dokapon Journey,DS,2008,Role-Playing,Sting,0.05,60.0,7.0
Metal Slug Anthology,PSP,2007,Shooter,Ignition Entertainment,0.05,78.0,7.4
Back to the Future: The Game,Wii,2011,Adventure,Telltale Games,0.05,66.0,4.1
Phantom Crash,XB,2002,Simulation,Phantagram,0.05,74.0,8.3
Yanya Caballista: City Skater,PS2,2001,Sports,Tecmo Koei,0.05,58.0,6.3
The Typing of the Dead,DC,2000,Shooter,Sega,0.05,83.0,7.8
Jenga World Tour,Wii,2007,Misc,Atari,0.05,26.0,2.8
Tenchu: Dark Secret,DS,2006,Action,From Software,0.05,37.0,5.1
Shrek Super Party,GC,2003,Misc,TDK Mediactive,0.05,40.0,7.3
Second Sight,GC,2004,Adventure,Codemasters,0.05,77.0,8.5
Rave Master,GC,2002,Fighting,Konami Digital Entertainment,0.05,60.0,6.3
Bejeweled Twist,PC,2008,Puzzle,PopCap Games,0.05,78.0,7.3
Steins;Gate 0,PS4,2015,Adventure,PQube,0.05,81.0,8.3
Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,0.05,69.0,6.3
Hail to the Chimp,PS3,2008,Misc,Gamecock,0.05,51.0,4.5
Alias,XB,2004,Action,Acclaim Entertainment,0.05,64.0,6.0
OutRun 2006: Coast 2 Coast,PS2,2006,Racing,Sega,0.05,81.0,8.8
Arx Fatalis,XB,2003,Role-Playing,Mindscape,0.05,71.0,8.2
Zumba Fitness Core,X360,2012,Misc,505 Games,0.05,77.0,6.7
Guilty Gear Dust Strikers,DS,2006,Fighting,Majesco Entertainment,0.05,60.0,5.8
Dark Summit,GC,2002,Sports,THQ,0.05,68.0,4.5
Star Wars: Republic Commando,PC,2005,Shooter,LucasArts,0.05,78.0,8.7
The Lost Vikings,GBA,2003,Puzzle,Activision,0.05,75.0,9.1
Plants vs. Zombies,PC,2009,Strategy,PopCap Games,0.05,87.0,8.9
Secret Files: Tunguska,DS,2008,Adventure,Deep Silver,0.05,71.0,7.6
Stretch Panic,PS2,2001,Platform,Midas Interactive Entertainment,0.05,65.0,7.8
PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,D3Publisher,0.05,74.0,7.8
Metroid Prime: Federation Force,3DS,2016,Action,Nintendo,0.05,64.0,5.1
DiRT 2,PC,2009,Racing,Codemasters,0.05,89.0,8.2
Payday 2,PC,2013,Shooter,505 Games,0.05,79.0,3.4
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,DreamCatcher Interactive,0.05,64.0,7.4
Furu Furu Park,Wii,2007,Misc,Taito,0.05,43.0,4.8
Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.05,78.0,7.4
Whirl Tour,GC,2002,Sports,Vivendi Games,0.05,61.0,9.0
Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,0.05,63.0,5.4
Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0.05,64.0,5.7
Stunt GP,PS2,2001,Racing,Titus,0.05,49.0,8.1
Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0.05,82.0,7.5
Singularity,PC,2010,Shooter,Mastertronic,0.05,76.0,7.7
NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.05,66.0,3.8
Ms Saga: A New Dawn,PS2,2005,Role-Playing,Namco Bandai Games,0.05,65.0,8.6
Child of Light,PS4,2014,Role-Playing,Ubisoft,0.05,82.0,8.0
GrimGrimoire,PS2,2007,Strategy,Tecmo Koei,0.05,79.0,7.9
Deadliest Catch: Alaskan Storm,X360,2008,Sports,Navarre Corp,0.05,56.0,5.9
Crime Life: Gang Wars,XB,2005,Action,Konami Digital Entertainment,0.05,30.0,3.4
Rugby 2005,XB,2005,Sports,Electronic Arts,0.05,75.0,7.7
"Warhammer 40,000: Dawn of War",PC,2004,Strategy,THQ,0.05,86.0,8.8
Rock 'N Roll Racing,GBA,2003,Racing,Activision,0.05,80.0,9.4
Silhouette Mirage,PS,1998,Platform,ESP,0.05,69.0,7.5
Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,0.05,57.0,8.1
Freelancer,PC,2003,Simulation,Microsoft Game Studios,0.05,85.0,9.0
LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,Activision,0.05,66.0,8.0
Rugby 06,PS2,2006,Sports,Electronic Arts,0.05,70.0,7.8
Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,Microsoft Game Studios,0.05,84.0,8.3
2002 FIFA World Cup,GC,2002,Sports,Electronic Arts,0.05,78.0,7.7
The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,0.05,79.0,7.5
Need for Speed Carbon,PC,2006,Racing,Electronic Arts,0.05,78.0,7.2
Colin McRae Rally 2005,XB,2004,Racing,Codemasters,0.05,83.0,7.5
Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,0.05,73.0,7.1
Empire Earth,PC,2001,Strategy,Vivendi Games,0.05,81.0,8.2
DuckTales: Remastered,PS3,2013,Action,Capcom,0.05,75.0,7.4
Worms Reloaded,PC,2010,Strategy,Team17 Software,0.05,79.0,6.8
StarCraft,PC,1998,Strategy,Activision,0.05,88.0,9.1
World Championship Pool 2004,PS2,2004,Sports,Jaleco,0.05,60.0,6.7
B-Boy,PSP,2006,Misc,Sony Computer Entertainment,0.05,50.0,7.8
Kakuto Chojin,XB,2002,Fighting,Microsoft Game Studios,0.05,46.0,7.2
Need for Speed Underground,PC,2003,Racing,Electronic Arts,0.05,82.0,8.3
Moon,DS,2009,Adventure,Mastiff,0.05,71.0,7.4
Snoopy vs the Red Baron,PSP,2006,Adventure,Namco Bandai Games,0.05,76.0,7.8
Virtua Tennis 3,PSP,2007,Sports,Sega,0.05,79.0,7.7
Raze's Hell,XB,2005,Shooter,Majesco Entertainment,0.05,71.0,8.1
Far Cry,PC,2004,Shooter,Ubisoft,0.05,89.0,8.1
Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,Max Five,0.05,62.0,8.7
NightCaster II: Equinox,XB,2002,Action,Jaleco,0.05,46.0,7.0
Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,0.05,49.0,6.2
Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,0.05,71.0,6.7
Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Konami Digital Entertainment,0.05,64.0,7.3
Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0.05,87.0,6.1
FIFA Soccer 10,PC,2009,Sports,Electronic Arts,0.05,72.0,3.8
Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,Ubisoft,0.05,72.0,7.8
The Sims,PC,2000,Simulation,Electronic Arts,0.05,92.0,7.9
FIFA Manager 12,PC,2011,Sports,Electronic Arts,0.05,72.0,3.9
Gitaroo Man,PS2,2001,Misc,THQ,0.05,82.0,8.7
Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,0.05,39.0,3.0
XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.05,87.0,8.1
Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,0.05,50.0,5.3
Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,0.05,48.0,4.8
Code Lyoko,DS,2007,Action,Game Factory,0.05,63.0,6.8
Pool Party,Wii,2007,Sports,SouthPeak Games,0.05,32.0,0.7
Rapala Fishing Frenzy 2009,X360,2008,Sports,Activision,0.05,41.0,7.2
Company of Heroes,PC,2006,Strategy,THQ,0.05,93.0,8.8
Wonder World Amusement Park,Wii,2008,Misc,Majesco Entertainment,0.05,37.0,4.5
Ride 2,PS4,2016,Racing,Milestone S.r.l,0.05,71.0,8.0
Wing Island,Wii,2006,Simulation,Konami Digital Entertainment,0.05,47.0,4.9
Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,Ubisoft,0.05,79.0,6.9
Wrath Unleashed,XB,2004,Strategy,LucasArts,0.05,69.0,7.0
March of the Penguins,DS,2006,Adventure,Zoo Digital Publishing,0.05,34.0,1.7
Double Dragon Advance,GBA,2003,Action,Atlus,0.05,75.0,8.4
The Bible Game,XB,2005,Misc,Crave Entertainment,0.05,60.0,2.7
Bubble Bobble Revolution,DS,2005,Puzzle,Atari,0.05,38.0,6.2
Yager,XB,2003,Shooter,THQ,0.05,70.0,9.3
Root Letter,PSV,2016,Adventure,PQube,0.05,78.0,7.8
Futurama,XB,2003,Platform,SCi,0.05,58.0,6.9
Supreme Commander,PC,2007,Strategy,THQ,0.05,86.0,8.3
Pool Hall Pro,Wii,2009,Sports,Playlogic Game Factory,0.05,62.0,5.3
Wolfenstein,PC,2009,Shooter,Activision,0.05,74.0,7.3
Microsoft Train Simulator,PC,2001,Simulation,Microsoft Game Studios,0.05,84.0,8.4
Resident Evil 6,XOne,2016,Shooter,Capcom,0.05,63.0,6.3
Assassin's Creed: Altair's Chronicles,DS,2008,Platform,Ubisoft,0.05,58.0,6.3
Bad Boys: Miami Takedown,GC,2004,Shooter,Empire Interactive,0.05,35.0,2.0
Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,Take-Two Interactive,0.05,39.0,5.9
Pony Friends,DS,2007,Simulation,Eidos Interactive,0.04,67.0,6.6
Art of Fighting Anthology,PS2,2006,Fighting,Crave Entertainment,0.04,60.0,7.0
Sébastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0.04,71.0,8.1
Lux-Pain,DS,2008,Adventure,Rising Star Games,0.04,48.0,6.2
Guilty Gear XX Accent Core,PS2,2007,Fighting,Unknown,0.04,77.0,8.3
Mafia,PC,2002,Action,Take-Two Interactive,0.04,88.0,9.1
Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,Ubisoft,0.04,61.0,3.0
Operation Flashpoint: Elite,XB,2005,Shooter,Codemasters,0.04,64.0,8.3
Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Interactive,0.04,35.0,4.8
Virtua Tennis 3,X360,2007,Sports,Sega,0.04,80.0,6.8
Front Mission,DS,2007,Strategy,Square Enix,0.04,72.0,8.9
Tropico 3,PC,2009,Strategy,Kalypso Media,0.04,79.0,8.1
Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,Konami Digital Entertainment,0.04,78.0,8.5
Life is Strange,PC,2016,Adventure,Square Enix,0.04,83.0,8.6
Battlezone,PS4,2016,Action,Rebellion Developments,0.04,66.0,7.0
Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0.04,76.0,4.3
The Dark Spire,DS,2008,Role-Playing,Success,0.04,69.0,7.7
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.04,55.0,6.0
Runaway: A Twist of Fate,PC,2009,Adventure,Focus Home Interactive,0.04,79.0,8.2
FlatOut 2,XB,2006,Racing,Empire Interactive,0.04,73.0,7.3
Rogue Trooper,PS2,2006,Shooter,Eidos Interactive,0.04,71.0,8.2
Backyard Baseball '09,Wii,2008,Sports,Atari,0.04,37.0,7.8
Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0.04,70.0,7.3
Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.04,35.0,5.8
Shantae and the Pirate's Curse,3DS,2015,Platform,Rising Star Games,0.04,82.0,8.5
Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,Kool Kizz,0.04,74.0,8.8
Castle of Shikigami III,Wii,2007,Shooter,PQube,0.04,67.0,7.6
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.04,80.0,8.1
FIFA Street 2,DS,2006,Sports,Electronic Arts,0.04,43.0,7.5
City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,0.04,75.0,8.2
Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0.04,67.0,8.2
WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,60.0,6.1
IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0.04,86.0,8.8
Red Ninja: End of Honor,PS2,2005,Action,Vivendi Games,0.04,47.0,5.0
Praetorians,PC,2003,Strategy,Eidos Interactive,0.04,78.0,8.2
Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai Games,0.04,68.0,6.3
LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.04,43.0,8.3
SPRay,Wii,2008,Action,Tecmo Koei,0.04,42.0,4.5
Outlaw Tennis,XB,2005,Sports,Global Star,0.04,66.0,7.7
Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.04,81.0,8.9
Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,38.0,1.7
Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0.04,66.0,7.4
NASCAR 07,XB,2006,Racing,Electronic Arts,0.04,72.0,7.0
Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.04,74.0,8.3
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.04,70.0,6.9
Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,0.04,59.0,6.2
Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,0.04,61.0,8.6
Split/Second,PC,2010,Racing,Disney Interactive Studios,0.04,79.0,8.2
Resident Evil 6,PC,2012,Shooter,Capcom,0.04,69.0,5.9
Dead Head Fred,PSP,2007,Action,D3Publisher,0.04,75.0,7.3
Ride to Hell,PS3,2013,Racing,Deep Silver,0.04,13.0,1.0
Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0.04,70.0,5.9
Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.04,71.0,8.1
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.04,46.0,5.8
Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.04,45.0,5.6
Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.04,42.0,7.1
The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.04,92.0,8.2
LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.04,78.0,7.7
The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.04,76.0,7.7
Deadliest Warrior: Ancient Combat,X360,2012,Fighting,Cloud Imperium Games Corporation,0.04,37.0,6.3
The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,70.0,8.6
Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0.04,64.0,6.8
Blood Bowl,PC,2009,Sports,Focus Home Interactive,0.04,72.0,6.5
Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0.04,75.0,7.7
Star Trek: Shattered Universe,XB,2004,Simulation,Global Star,0.04,41.0,4.0
Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0.04,70.0,7.2
Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.04,75.0,8.4
WarJetz,PS2,2001,Shooter,3DO,0.04,59.0,5.5
Devil May Cry 4,PC,2008,Action,Capcom,0.04,78.0,8.5
Barnyard,Wii,2006,Action,THQ,0.04,65.0,5.7
Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.04,62.0,4.9
Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0.04,77.0,7.9
Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,Konami Digital Entertainment,0.04,78.0,7.2
Aeon Flux,PS2,2005,Action,THQ,0.04,66.0,5.8
Age of Mythology: The Titans,PC,2003,Strategy,Microsoft Game Studios,0.04,84.0,8.7
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.04,72.0,8.3
Virtua Tennis 4,PC,2011,Sports,Sega,0.04,66.0,7.3
Shattered Union,XB,2005,Strategy,Take-Two Interactive,0.04,66.0,6.9
Unchained Blades ,3DS,2011,Role-Playing,FuRyu,0.04,65.0,7.8
Terraria,XOne,2014,Action,505 Games,0.04,84.0,7.7
Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.04,87.0,8.6
Superman: Countdown to Apokolips,GBA,2003,Platform,Atari,0.04,47.0,5.7
Worms 4: Mayhem,XB,2005,Strategy,Codemasters,0.04,69.0,9.2
Rise of Nations,PC,2003,Strategy,Microsoft Game Studios,0.04,89.0,9.0
Men of War: Vietnam,PC,2011,Strategy,Unknown,0.04,68.0,4.9
Imperial Glory,PC,2005,Strategy,Eidos Interactive,0.04,69.0,8.4
Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,0.04,31.0,5.0
Samurai Warriors 2: Empires,X360,2007,Action,Tecmo Koei,0.04,53.0,8.5
Metal Slug XX,PSP,2009,Shooter,DHM Interactive,0.04,67.0,6.1
Patrician IV,PC,2010,Strategy,Kalypso Media,0.04,66.0,6.4
Fisherman's Challenge,PS2,2003,Sports,Konami Digital Entertainment,0.04,67.0,7.5
Resident Evil: Revelations,PC,2013,Action,Capcom,0.04,77.0,7.0
The Da Vinci Code,XB,2006,Action,Take-Two Interactive,0.04,52.0,2.8
Pure Pinball,XB,2004,Misc,XS Games,0.04,68.0,8.5
Headhunter: Redemption,PS2,2004,Action,Sega,0.04,62.0,6.7
Dead Rising,PS4,2016,Action,Capcom,0.04,78.0,6.6
Grand Theft Auto: Vice City,PC,2003,Action,Take-Two Interactive,0.04,94.0,8.8
Surf's Up,PS3,2007,Sports,Ubisoft,0.04,59.0,5.1
SWAT: Target Liberty,PSP,2007,Shooter,Vivendi Games,0.04,50.0,7.7
Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,0.04,50.0,8.3
CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0.04,47.0,5.5
Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,0.04,34.0,2.2
Empire Earth III,PC,2007,Strategy,Vivendi Games,0.04,50.0,2.8
Resident Evil: Operation Raccoon City,PC,2012,Action,Capcom,0.04,48.0,3.8
Dreamfall: The Longest Journey,XB,2006,Adventure,Empire Interactive,0.04,73.0,8.8
JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,0.04,48.0,3.1
Brothers In Arms DS,DS,2007,Shooter,Ubisoft,0.04,72.0,8.0
Colin McRae Rally 3,XB,2002,Racing,Codemasters,0.04,86.0,7.4
TMNT,DS,2007,Action,Ubisoft,0.04,42.0,2.2
Stolen,PS2,2005,Action,Hip Interactive,0.04,51.0,7.4
Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,0.04,72.0,7.7
LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0.04,72.0,7.1
Pro Race Driver,XB,2003,Racing,Codemasters,0.04,80.0,7.5
The Movies,PC,2005,Simulation,Activision,0.04,84.0,8.3
FIFA World Cup Germany 2006,DS,2006,Sports,Electronic Arts,0.04,71.0,7.2
Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.04,81.0,8.9
Dragon Ball: Advanced Adventure,GBA,2004,Action,Namco Bandai Games,0.04,75.0,8.5
Lost Planet 3,PC,2013,Shooter,Capcom,0.04,61.0,6.2
Echo Night Beyond,PS2,2004,Adventure,Indie Games,0.04,60.0,8.8
Meteos: Disney Magic,DS,2007,Puzzle,Disney Interactive Studios,0.04,74.0,6.6
Beyblade Evolution,3DS,2013,Action,Rising Star Games,0.04,49.0,6.3
Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.04,58.0,7.7
Greg Hastings' Tournament Paintball Max'd,DS,2006,Shooter,Activision,0.04,39.0,7.4
Halo: Combat Evolved,PC,2003,Shooter,Microsoft Game Studios,0.04,83.0,7.4
Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0.04,69.0,7.9
Little Red Riding Hood's Zombie BBQ,DS,2008,Shooter,Destineer,0.04,68.0,7.3
Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0.04,69.0,6.4
Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,0.04,66.0,7.8
Rugby 08,PS2,2007,Sports,Electronic Arts,0.04,74.0,7.4
Caesar IV,PC,2006,Strategy,Vivendi Games,0.04,74.0,7.6
Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,System 3 Arcade Software,0.04,71.0,6.2
Cy Girls,PS2,2004,Action,Konami Digital Entertainment,0.04,53.0,8.8
Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,0.04,72.0,8.1
APB Reloaded,PC,2011,Role-Playing,Iceberg Interactive,0.04,56.0,5.7
